ID	DOCULECT	REGION	CONCEPT	DOMAIN	VALUE	COMMENT	DONOR
158	Russian_Dict	Other_Dict	the mushroom	Agriculture and vegetation	гриб		rus
159	Russian_Dict	Other_Dict	the voice	Speech and language	голос		rus
160	Russian_Dict	Other_Dict	the guest	Social and political relations	гость		rus
161	Russian_Dict	Other_Dict	the beak	The body	клюв		rus
162	Russian_Dict	Other_Dict	the wedding	Kinship	свадьба		rus
163	Russian_Dict	Other_Dict	the spider	Animals	паук		rus
164	Russian_Dict	Other_Dict	the flower	Agriculture and vegetation	цветок		rus
165	Russian_Dict	Other_Dict	the earthquake	The physical world	землетрясение		rus
166	Russian_Dict	Other_Dict	the scar	The body	шрам		rus
167	Russian_Dict	Other_Dict	the walking stick	Social and political relations	палка	пастушеская для хождения)	rus
168	Russian_Dict	Other_Dict	the walking stick	Social and political relations	посох		rus
169	Russian_Dict	Other_Dict	the aunt	Kinship	тётя		rus
170	Russian_Dict	Other_Dict	the shoulderblade	The body	лопатка	часть тела)	rus
171	Russian_Dict	Other_Dict	the dust	The physical world	пыль		rus
172	Russian_Dict	Other_Dict	the lizard	Animals	ящерица		rus
173	Russian_Dict	Other_Dict	the twins	Kinship	близнецы		rus
174	Russian_Dict	Other_Dict	the old man	Kinship	старик		rus
175	Russian_Dict	Other_Dict	the ladder	The house	лестница	приставная)	rus
176	Russian_Dict	Other_Dict	the thing	Possession	вещь		rus
177	Russian_Dict	Other_Dict	the thing	Possession	предмет		rus
178	Russian_Dict	Other_Dict	the boar	Animals	кабан		rus
179	Russian_Dict	Other_Dict	the boar	Animals	боров		rus
180	Russian_Dict	Other_Dict	the boar	Animals	вервь		rus
181	Russian_Dict	Other_Dict	the gate	The house	ворота		rus
182	Russian_Dict	Other_Dict	the door	The house	дверь		rus
183	Russian_Dict	Other_Dict	the orphan	Kinship	сирота		rus
184	Russian_Dict	Other_Dict	the steam	The physical world	пар		rus
185	Russian_Dict	Other_Dict	the waterfall	The physical world	водопад		rus
186	Russian_Dict	Other_Dict	the frog	Animals	лягушка		rus
187	Russian_Dict	Other_Dict	the ring	Clothing and grooming	кольцо		rus
188	Russian_Dict	Other_Dict	the song	Modern world	песня		rus
189	Russian_Dict	Other_Dict	the bat	Animals	летучая мышь		rus
190	Russian_Dict	Other_Dict	the earring	Clothing and grooming	серьга | сережка		rus
191	Russian_Dict	Other_Dict	the snail	Animals	улитка		rus
192	Russian_Dict	Other_Dict	the widower	Kinship	вдовец		rus
193	Russian_Dict	Other_Dict	the light	The physical world	свет		rus
194	Russian_Dict	Other_Dict	the path	Motion	тропинка		rus
195	Russian_Dict	Other_Dict	the neighbour	Social and political relations	сосед		rus
196	Russian_Dict	Other_Dict	the bracelet	Clothing and grooming	браслет		rus
197	Russian_Dict	Other_Dict	the clothing or clothes	Clothing and grooming	одежда		rus
198	Russian_Dict	Other_Dict	the cave	The physical world	пещера		rus
199	Russian_Dict	Other_Dict	the arrow	Agriculture and vegetation	стрела		rus
200	Russian_Dict	Other_Dict	the body	The body	тело		rus
201	Russian_Dict	Other_Dict	the year	Time	год		rus
202	Russian_Dict	Other_Dict	the sound or noise	Sense perception	звук		rus
203	Russian_Dict	Other_Dict	the sound or noise	Sense perception	шум		rus
204	Russian_Dict	Other_Dict	the mortar(1)	The house	ступа		rus
205	Russian_Dict	Other_Dict	the temples	Food and drink	висок		rus
206	Russian_Dict	Other_Dict	the skull	The body	череп		rus
207	Russian_Dict	Other_Dict	the broom	Basic actions and technology	метла		rus
208	Russian_Dict	Other_Dict	the thief	Law	вор		rus
209	Russian_Dict	Other_Dict	the father-in-law (of a woman)	Kinship	свёкор		rus
210	Russian_Dict	Other_Dict	the beard	The body	борода		rus
211	Russian_Dict	Other_Dict	the comb	Clothing and grooming	гребень		rus
212	Russian_Dict	Other_Dict	the comb	Clothing and grooming	расческа		rus
213	Russian_Dict	Other_Dict	the nape of the neck	The body	затылок		rus
214	Russian_Dict	Other_Dict	the dew	The physical world	роса		rus
215	Russian_Dict	Other_Dict	the collarbone	The body	ключица		rus
216	Russian_Dict	Other_Dict	the bark	Agriculture and vegetation	кора		rus
217	Russian_Dict	Other_Dict	the lightning	The physical world	молния		rus
218	Russian_Dict	Other_Dict	the wasp	Animals	оса		rus
219	Russian_Dict	Other_Dict	the bow	Animals	лук	оружие)	rus
220	Russian_Dict	Other_Dict	the pestle	Food and drink	пестик	толочь чеснок)	rus
221	Russian_Dict	Other_Dict	the owl	Animals	сова		rus
222	Russian_Dict	Other_Dict	the rope	Basic actions and technology	веревка		rus
223	Russian_Dict	Other_Dict	the tick	Animals	клещ		rus
224	Russian_Dict	Other_Dict	the nettle	Agriculture and vegetation	крапива		rus
225	Russian_Dict	Other_Dict	the foam	The physical world	пена	на воде)	rus
226	Russian_Dict	Other_Dict	the fish	Animals	рыба		rus
227	Russian_Dict	Other_Dict	the hare	Animals	заяц		rus
228	Russian_Dict	Other_Dict	the goitre/goiter	Kinship	зоб	струма)	rus
229	Russian_Dict	Other_Dict	the butterfly	Animals	бабочка		rus
230	Russian_Dict	Other_Dict	the wood	The physical world	древесина	материал для строительства)	rus
231	Russian_Dict	Other_Dict	the stepmother	Kinship	мачеха		rus
232	Russian_Dict	Other_Dict	the rainbow	The physical world	радуга		rus
233	Russian_Dict	Other_Dict	the spine	The body	позвоночник		rus
234	Russian_Dict	Other_Dict	the wrist	The body	запястье		rus
235	Russian_Dict	Other_Dict	the footprint	The body	след	ноги)	rus
236	Russian_Dict	Other_Dict	the whetstone	Basic actions and technology	оселок		rus
237	Russian_Dict	Other_Dict	the whetstone	Basic actions and technology	точило		rus
238	Russian_Dict	Other_Dict	the whetstone	Basic actions and technology	точильный камень		rus
239	Russian_Dict	Other_Dict	the father-in-law (of a man)	Kinship	тесть		rus
240	Russian_Dict	Other_Dict	the nest	Animals	гнездо		rus
241	Russian_Dict	Other_Dict	the worm	Animals	червяк		rus
242	Russian_Dict	Other_Dict	the cousin	Kinship	двоюродный брат / сестра		rus
243	Russian_Dict	Other_Dict	the navel	The body	пупок		rus
244	Russian_Dict	Other_Dict	the mother-in-law (of a man)	Kinship	тёща		rus
245	Russian_Dict	Other_Dict	the ant	Animals	муравей		rus
246	Russian_Dict	Other_Dict	the tree stump	Agriculture and vegetation	пень		rus
247	Russian_Dict	Other_Dict	the stepfather	Kinship	отчим		rus
248	Russian_Dict	Other_Dict	the tail	The body	хвост		rus
249	Russian_Dict	Other_Dict	the claw	The body	коготь		rus
250	Russian_Dict	Other_Dict	the wing	The body	крыло		rus
251	Russian_Dict	Other_Dict	the shade or shadow	The physical world	тень		rus
252	Russian_Dict	Other_Dict	the ankle	The body	лодыжка		rus
253	Russian_Dict	Other_Dict	the grasshopper	Animals	кузнечик		rus
254	Russian_Dict	Other_Dict	the thunder	The physical world	гром		rus
255	Russian_Dict	Other_Dict	the beeswax	Animals	воск	пчелиный)	rus
256	Russian_Dict	Other_Dict	the sand	The physical world	песок	строительный)	rus
257	Russian_Dict	Other_Dict	the clay	Basic actions and technology	глина		rus
258	Russian_Dict	Other_Dict	the blister	The body	мозоль		rus
259	Russian_Dict	Other_Dict	the egg	Food and drink	яйцо		rus
260	Russian_Dict	Other_Dict	the earlobe	The body	ушная мочка		rus
261	Russian_Dict	Other_Dict	the elbow	The body	локоть		rus
262	Russian_Dict	Other_Dict	the toe	The body	палец ноги		rus
263	Russian_Dict	Other_Dict	the spider web	Animals	паутина		rus
264	Russian_Dict	Other_Dict	the lip	The body	губа		rus
265	Russian_Dict	Other_Dict	the thumb	The body	большой палец руки		rus
266	Russian_Dict	Other_Dict	the fingernail	The body	ноготь на пальце		rus
267	Russian_Dict	Other_Dict	the bruise	The body	синяк		rus
268	Russian_Dict	Other_Dict	the brother	Kinship	брат		rus
269	Russian_Dict	Other_Dict	the chin	The body	подбородок		rus
270	Russian_Dict	Other_Dict	the heel	The body	пятка		rus
271	Russian_Dict	Other_Dict	the firewood	The physical world	дрова		rus
272	Russian_Dict	Other_Dict	the firewood	The physical world	топливо		rus
273	Russian_Dict	Other_Dict	the eyelid	The body	веко		rus
274	Russian_Dict	Other_Dict	the yolk	Food and drink	желток		rus
275	Russian_Dict	Other_Dict	the partridge	Clothing and grooming	куропатка		rus
276	Russian_Dict	Other_Dict	the sleeve	Spatial relations	рукав		rus
277	Azerbaijani_Dict	Other_Dict	the watermelon	Agriculture and vegetation	гарпыз		turk
278	Azerbaijani_Dict	Other_Dict	the barrel	Basic actions and technology	данышмаг		turk
279	Azerbaijani_Dict	Other_Dict	the bucket	Basic actions and technology	ведрə		rus
280	Azerbaijani_Dict	Other_Dict	the pea	Agriculture and vegetation	нохуд		turk
281	Azerbaijani_Dict	Other_Dict	the pear	Agriculture and vegetation	армуд		turk
282	Azerbaijani_Dict	Other_Dict	the caterpillar	Animals	tırtıl		turk
283	Azerbaijani_Dict	Other_Dict	the melon	Agriculture and vegetation	говун		turk
284	Azerbaijani_Dict	Other_Dict	the melon	Agriculture and vegetation	jемиш		turk
285	Azerbaijani_Dict	Other_Dict	the cabbage	Food and drink	кəлəм | käläm		turk
286	Azerbaijani_Dict	Other_Dict	the carrot	Agriculture and vegetation	yerkökü		turk
287	Azerbaijani_Dict	Other_Dict	the rust	Basic actions and technology	пас		turk
288	Azerbaijani_Dict	Other_Dict	the rust	Basic actions and technology	боз лəкə		turk
289	Azerbaijani_Dict	Other_Dict	the co-father-in-law	Kinship	елчи		turk
290	Azerbaijani_Dict	Other_Dict	the co-father-in-law	Kinship	гуда		turk
291	Azerbaijani_Dict	Other_Dict	the father-in-law	Kinship	гаjыната		turk
292	Azerbaijani_Dict	Other_Dict	the fairy tale	Speech and language	nağıl		turk
293	Azerbaijani_Dict	Other_Dict	the fairy tale	Speech and language	yalan		turk
294	Azerbaijani_Dict	Other_Dict	the violin	Speech and language	каман		turk
295	Azerbaijani_Dict	Other_Dict	the violin	Speech and language	скрипка		rus
296	Azerbaijani_Dict	Other_Dict	the plum	Agriculture and vegetation	ҝавалы		turk
297	Azerbaijani_Dict	Other_Dict	the herd	Animals	сүрү		turk
298	Azerbaijani_Dict	Other_Dict	the herd	Animals	нахыр		turk
299	Azerbaijani_Dict	Other_Dict	the mother-in-law	Kinship	теща		turk
300	Azerbaijani_Dict	Other_Dict	the mother-in-law	Kinship	qaynana		turk
301	Azerbaijani_Dict	Other_Dict	the rosary	Religion and belief	təsbeh		turk
302	Azerbaijani_Dict	Other_Dict	the whip	Agriculture and vegetation	чубуг		turk
303	Azerbaijani_Dict	Other_Dict	the whip	Agriculture and vegetation	гамчы		turk
304	Azerbaijani_Dict	Other_Dict	the whip	Agriculture and vegetation	гырманҹä		turk
305	Azerbaijani_Dict	Other_Dict	the sugar	Food and drink	шəкəр		turk
306	Azerbaijani_Dict	Other_Dict	the sugar	Food and drink	гəнд		turk
307	Azerbaijani_Dict	Other_Dict	the soap	Clothing and grooming	сабун		turk
308	Azerbaijani_Dict	Other_Dict	the straw	Agriculture and vegetation	küləş		turk
309	Azerbaijani_Dict	Other_Dict	the wine	Food and drink	шəраб		turk
310	Azerbaijani_Dict	Other_Dict	the wine	Food and drink	чахыр		turk
311	Azerbaijani_Dict	Other_Dict	the table	The house	маса		turk
312	Azerbaijani_Dict	Other_Dict	the table	The house	стол		turk
313	Azerbaijani_Dict	Other_Dict	the paper	Speech and language	kağız		turk
314	Azerbaijani_Dict	Other_Dict	the shop/store	Possession	mağaza		rus
315	Azerbaijani_Dict	Other_Dict	the school	Cognition	məktəb		turk
316	Azerbaijani_Dict	Other_Dict	the mule	Animals	qatır		turk
317	Azerbaijani_Dict	Other_Dict	the oats	Agriculture and vegetation	yulaf		turk
318	Azerbaijani_Dict	Other_Dict	the pencil	Basic actions and technology	karandaş		rus
319	Azerbaijani_Dict	Other_Dict	the turnip	Agriculture and vegetation	şalğam		turk
320	Azerbaijani_Dict	Other_Dict	the brick	The house	kərpic		rus
321	Azerbaijani_Dict	Other_Dict	the tobacco	Agriculture and vegetation	tütün		turk
322	Azerbaijani_Dict	Other_Dict	the towel	Clothing and grooming	dəsmal		turk
323	Azerbaijani_Dict	Other_Dict	Saturday	Time	şənbə		turk
324	Azerbaijani_Dict	Other_Dict	the pepper	Food and drink	bibər		turk
325	Azerbaijani_Dict	Other_Dict	the lion	Animals	aslan		turk
326	Azerbaijani_Dict	Other_Dict	the number	Modern world	nömrə	число)	turk
327	Azerbaijani_Dict	Other_Dict	the lamp or torch	The house	fənər	фонарь)	turk
328	Azerbaijani_Dict	Other_Dict	the week	Time	həftə		turk
329	Azerbaijani_Dict	Other_Dict	the candle	The house	şam		turk
330	Azerbaijani_Dict	Other_Dict	the glass	Basic actions and technology	şüşə		turk
331	Azerbaijani_Dict	Other_Dict	the rice	Agriculture and vegetation	düyü		turk
332	Azerbaijani_Dict	Other_Dict	the cup	Food and drink	fincan		turk
333	Azerbaijani_Dict	Other_Dict	Thursday	Time	ҹүмə ахшамы		turk
334	Azerbaijani_Dict	Other_Dict	Thursday	Time	пəнҹшəнбə		turk
335	Azerbaijani_Dict	Other_Dict	the bottle	Modern world	şüşə		turk
336	Azerbaijani_Dict	Other_Dict	the pipe	Agriculture and vegetation	boru		turk
337	Azerbaijani_Dict	Other_Dict	the veil	Clothing and grooming	дуваг		turk
338	Azerbaijani_Dict	Other_Dict	the pocket	Clothing and grooming	ҹиб		turk
339	Azerbaijani_Dict	Other_Dict	the colour/color	Sense perception	рəнҝ		turk
340	Azerbaijani_Dict	Other_Dict	the colour/color	Sense perception	чичəк		turk
341	Azerbaijani_Dict	Other_Dict	the colour/color	Sense perception	ҝүл		turk
342	Azerbaijani_Dict	Other_Dict	the gun	Warfare and hunting	түфəнҝ		turk
343	Azerbaijani_Dict	Other_Dict	the copper	Basic actions and technology	мис		turk
344	Azerbaijani_Dict	Other_Dict	the letter	Modern world	NA		NA
345	Azerbaijani_Dict	Other_Dict	the gold	Basic actions and technology	гызыл		turk
346	Azerbaijani_Dict	Other_Dict	Friday	Time	cümə		turk
347	Azerbaijani_Dict	Other_Dict	the ball	Spatial relations	топ		turk
348	Azerbaijani_Dict	Other_Dict	the window	The house	пəнҹəрə		turk
349	Azerbaijani_Dict	Other_Dict	the window	The house	дəлик		turk
350	Azerbaijani_Dict	Other_Dict	the window	The house	дешик		turk
351	Azerbaijani_Dict	Other_Dict	the trousers	Clothing and grooming	шалвар		turk
352	Azerbaijani_Dict	Other_Dict	the chain	Basic actions and technology	zəncir	здесь был восклицательный знак, непонятно почему)	turk
353	Azerbaijani_Dict	Other_Dict	the fork	Food and drink	чəнҝəл		turk
354	Azerbaijani_Dict	Other_Dict	Wednesday	Time	çərşənbə	здесь был восклицательный знак, непонятно почему)	turk
355	Azerbaijani_Dict	Other_Dict	the reindeer/caribou	Animals	maral		turk
356	Azerbaijani_Dict	Other_Dict	the time	Time	vaxt	здесь был восклицательный знак, непонятно почему)	turk
357	Azerbaijani_Dict	Other_Dict	the money	Possession	pul		turk
358	Azerbaijani_Dict	Other_Dict	Monday	Time	Bazar ertəsi		turk
359	Azerbaijani_Dict	Other_Dict	the soup	Food and drink	şorbası		turk
360	Azerbaijani_Dict	Other_Dict	the lead	Basic actions and technology	qurğuşun		turk
361	Azerbaijani_Dict	Other_Dict	Tuesday	Time	çərşənbə axşamı		turk
362	Azerbaijani_Dict	Other_Dict	the scythe	Agriculture and vegetation	na		NA
363	Azerbaijani_Dict	Other_Dict	the sickle	Modern world	oraq		turk
364	Azerbaijani_Dict	Other_Dict	the spectacles/glasses	Modern world	eynək		turk
365	Azerbaijani_Dict	Other_Dict	the paint	Basic actions and technology	boya		turk
366	Azerbaijani_Dict	Other_Dict	the prison	Law	həbsxana		turk
367	Azerbaijani_Dict	Other_Dict	the silver	Basic actions and technology	gümüş		turk
368	Azerbaijani_Dict	Other_Dict	the lock	The house	qala		turk
369	Azerbaijani_Dict	Other_Dict	the mortar(2)	The house	minaatan		turk
370	Azerbaijani_Dict	Other_Dict	the cross	Spatial relations	keçmək		turk
371	Azerbaijani_Dict	Other_Dict	the fist	The body	yumruq		turk
372	Azerbaijani_Dict	Other_Dict	the tiger	Spatial relations	pələng		turk
373	Azerbaijani_Dict	Other_Dict	the scabies	The body	keçəl		turk
374	Azerbaijani_Dict	Other_Dict	the joke	Speech and language	zarafat		turk
375	Azerbaijani_Dict	Other_Dict	the spade	Agriculture and vegetation	kürümək		NA
376	Azerbaijani_Dict	Other_Dict	Sunday	Time	na		NA
377	Azerbaijani_Dict	Other_Dict	the scissors or shears	Basic actions and technology	qayçı		turk
