ID	DOCULECT	REGION	CONCEPT	DOMAIN	VALUE	COMMENT	DONOR
826	Kumyk_Dict	Other_Dict	the owl	Animals	кикимав		turk
827	Kumyk_Dict	Other_Dict	the owl	Animals	обуръябалакъ		turk
828	Kumyk_Dict	Other_Dict	the rope	Basic actions and technology	йип		turk
829	Kumyk_Dict	Other_Dict	the rope	Basic actions and technology	аркъан		turk
830	Kumyk_Dict	Other_Dict	the tick	Animals	къасарткъы		turk
831	Kumyk_Dict	Other_Dict	the nettle	Agriculture and vegetation	къычыткъан		turk
832	Kumyk_Dict	Other_Dict	the foam	The physical world	гёбюк		turk
833	Kumyk_Dict	Other_Dict	the fish	Animals	балыкъ		turk
834	Kumyk_Dict	Other_Dict	the hare	Animals	къоян		turk
835	Kumyk_Dict	Other_Dict	the hare	Animals	тавшан		turk
836	Kumyk_Dict	Other_Dict	the goitre/goiter	Kinship	na		NA
837	Kumyk_Dict	Other_Dict	the butterfly	Animals	гюмелек		turk
838	Kumyk_Dict	Other_Dict	the wood	The physical world	агъач оьзек | агъачны оьзеги		turk
839	Kumyk_Dict	Other_Dict	the stepmother	Kinship	оьгей ана		turk
840	Kumyk_Dict	Other_Dict	the rainbow	The physical world	энемжая		turk
841	Kumyk_Dict	Other_Dict	the rainbow	The physical world	солтанжая		turk
842	Kumyk_Dict	Other_Dict	the spine	The body	аркъа сюек		turk
843	Kumyk_Dict	Other_Dict	the wrist	The body	na		NA
844	Kumyk_Dict	Other_Dict	the footprint	The body	гьыз		turk
845	Kumyk_Dict	Other_Dict	the whetstone	Basic actions and technology	билев таш		turk
846	Kumyk_Dict	Other_Dict	the whetstone	Basic actions and technology	къайракъ		turk
847	Kumyk_Dict	Other_Dict	the father-in-law (of a man)	Kinship	къайната		turk
848	Kumyk_Dict	Other_Dict	the nest	Animals	уя		turk
849	Kumyk_Dict	Other_Dict	the worm	Animals	хурт		turk
850	Kumyk_Dict	Other_Dict	the cousin	Kinship	зукъари	двоюродный + брат сестра)	turk
851	Kumyk_Dict	Other_Dict	the navel	The body	гинник		turk
852	Kumyk_Dict	Other_Dict	the mother-in-law (of a man)	Kinship	къайнана		turk
853	Kumyk_Dict	Other_Dict	the ant	Animals	къомурсгъа		turk
854	Kumyk_Dict	Other_Dict	the tree stump	Agriculture and vegetation	тюпгюч		turk
855	Kumyk_Dict	Other_Dict	the stepfather	Kinship	оьгей ата		turk
856	Kumyk_Dict	Other_Dict	the tail	The body	къуйрукъ		turk
857	Kumyk_Dict	Other_Dict	the claw	The body	тырнакъ		turk
858	Kumyk_Dict	Other_Dict	the wing	The body	къанат		turk
859	Kumyk_Dict	Other_Dict	the shade or shadow	The physical world	гёлентки		turk
860	Kumyk_Dict	Other_Dict	the ankle	The body	багъынчакъ		turk
861	Kumyk_Dict	Other_Dict	the grasshopper	Animals	увакъ ченгертки		rus
862	Kumyk_Dict	Other_Dict	the thunder	The physical world	кёк кёкюрев		turk
863	Kumyk_Dict	Other_Dict	the beeswax	Animals	балавуз		turk
864	Kumyk_Dict	Other_Dict	the sand	The physical world	хум		turk
865	Kumyk_Dict	Other_Dict	the sand	The physical world	къайыр		turk
866	Kumyk_Dict	Other_Dict	the clay	Basic actions and technology	саз		turk
867	Kumyk_Dict	Other_Dict	the clay	Basic actions and technology	саз балчыкъ		turk
868	Kumyk_Dict	Other_Dict	the blister	The body	къатыв		turk
869	Kumyk_Dict	Other_Dict	the egg	Food and drink	йымырткъа		turk
870	Kumyk_Dict	Other_Dict	the earlobe	The body	къулакъны тюп учу		turk
871	Kumyk_Dict	Other_Dict	the elbow	The body	тирсек		turk
872	Kumyk_Dict	Other_Dict	the toe	The body			NA
873	Kumyk_Dict	Other_Dict	the spider web	Animals	мияманы аву		turk
874	Kumyk_Dict	Other_Dict	the spider web	Animals	ав		turk
875	Kumyk_Dict	Other_Dict	the lip	The body	эрин		turk
876	Kumyk_Dict	Other_Dict	the thumb	The body	баш бармакъ		turk
877	Kumyk_Dict	Other_Dict	the fingernail	The body	тырнакъ		turk
878	Kumyk_Dict	Other_Dict	the bruise	The body	къансавуп гёгерген		turk
879	Kumyk_Dict	Other_Dict	the bruise	The body	къаралгъан ер		turk
880	Kumyk_Dict	Other_Dict	the brother	Kinship	къардаш		turk
881	Kumyk_Dict	Other_Dict	the chin	The body	сакъалтюп		turk
882	Kumyk_Dict	Other_Dict	the heel	The body	табан		turk
883	Kumyk_Dict	Other_Dict	the firewood	The physical world	агъач		turk
884	Kumyk_Dict	Other_Dict	the eyelid	The body	гёзню къапкъачлары		turk
885	Kumyk_Dict	Other_Dict	the yolk	Food and drink	йымырткъаны сариси		turk
886	Kumyk_Dict	Other_Dict	the partridge	Clothing and grooming	къыр тавукъ		turk
887	Kumyk_Dict	Other_Dict	the sleeve	Spatial relations	енг		turk
888	Rutul_Dict	Rutul_Dict	the watermelon	Agriculture and vegetation	NA		NA
889	Rutul_Dict	Rutul_Dict	the barrel	Basic actions and technology	NA		NA
890	Rutul_Dict	Rutul_Dict	the bucket	Basic actions and technology	NA		NA
891	Rutul_Dict	Rutul_Dict	the pea	Agriculture and vegetation	хар		other
892	Rutul_Dict	Rutul_Dict	the pear	Agriculture and vegetation	NA		NA
893	Rutul_Dict	Rutul_Dict	the caterpillar	Animals	ц1ирух		other
894	Rutul_Dict	Rutul_Dict	the melon	Agriculture and vegetation	къавын		turk
895	Rutul_Dict	Rutul_Dict	the cabbage	Food and drink	келем		turk
896	Rutul_Dict	Rutul_Dict	the carrot	Agriculture and vegetation	йыхыIнь		other
897	Rutul_Dict	Rutul_Dict	the rust	Basic actions and technology	NA		NA
898	Rutul_Dict	Rutul_Dict	the co-father-in-law	Kinship	къуд		turk
899	Rutul_Dict	Rutul_Dict	the father-in-law	Kinship	гаг		other
900	Rutul_Dict	Rutul_Dict	the fairy tale	Speech and language	NA		NA
901	Rutul_Dict	Rutul_Dict	the violin	Speech and language	NA		NA
902	Rutul_Dict	Rutul_Dict	the plum	Agriculture and vegetation	NA		NA
903	Rutul_Dict	Rutul_Dict	the herd	Animals	суьрю		turk
904	Rutul_Dict	Rutul_Dict	the mother-in-law	Kinship	га1нин		other
905	Rutul_Dict	Rutul_Dict	the rosary	Religion and belief	супгьаIнбыр		turk
906	Rutul_Dict	Rutul_Dict	the whip	Agriculture and vegetation	къамчи		turk
907	Rutul_Dict	Rutul_Dict	the sugar	Food and drink	шагар		turk
908	Rutul_Dict	Rutul_Dict	the soap	Clothing and grooming	NA		NA
909	Rutul_Dict	Rutul_Dict	the straw	Agriculture and vegetation	NA		NA
910	Rutul_Dict	Rutul_Dict	the wine	Food and drink	чахыр		turk
911	Rutul_Dict	Rutul_Dict	the table	The house	устIул		rus
912	Rutul_Dict	Rutul_Dict	the paper	Speech and language	кагъат		turk
913	Rutul_Dict	Rutul_Dict	the shop/store	Possession	дукан		turk
914	Rutul_Dict	Rutul_Dict	the school	Cognition	мехьтеб		turk
915	Rutul_Dict	Rutul_Dict	the mule	Animals	къатир		turk
916	Rutul_Dict	Rutul_Dict	the oats	Agriculture and vegetation	хьытI		other
917	Rutul_Dict	Rutul_Dict	the pencil	Basic actions and technology	кьалам		other
918	Rutul_Dict	Rutul_Dict	the turnip	Agriculture and vegetation	NA		NA
919	Rutul_Dict	Rutul_Dict	the brick	The house	кирпич		rus
920	Rutul_Dict	Rutul_Dict	the tobacco	Agriculture and vegetation	тамбаку		rus
921	Rutul_Dict	Rutul_Dict	the towel	Clothing and grooming	десмал		turk
922	Rutul_Dict	Rutul_Dict	Saturday	Time	киш		other
923	Rutul_Dict	Rutul_Dict	Saturday	Time	суббота		rus
924	Rutul_Dict	Rutul_Dict	the pepper	Food and drink	истивут		turk
925	Rutul_Dict	Rutul_Dict	the lion	Animals	аслан		turk
926	Rutul_Dict	Rutul_Dict	the number	Modern world	гьаIсаб		other
927	Rutul_Dict	Rutul_Dict	the lamp or torch	The house	лампа		rus
928	Rutul_Dict	Rutul_Dict	the week	Time	гьаIфте		turk
929	Rutul_Dict	Rutul_Dict	the candle	The house	шам		turk
930	Rutul_Dict	Rutul_Dict	the glass	Basic actions and technology	гьаIйне		other
931	Rutul_Dict	Rutul_Dict	the rice	Agriculture and vegetation	NA		NA
932	Rutul_Dict	Rutul_Dict	the cup	Food and drink	чашка		rus
933	Rutul_Dict	Rutul_Dict	Thursday	Time	хамисды йыгъ		turk
934	Rutul_Dict	Rutul_Dict	the bottle	Modern world	шуьше		turk
935	Rutul_Dict	Rutul_Dict	the pipe	Agriculture and vegetation	NA		NA
936	Rutul_Dict	Rutul_Dict	the veil	Clothing and grooming	NA		NA
937	Rutul_Dict	Rutul_Dict	the pocket	Clothing and grooming	джиб		turk
938	Rutul_Dict	Rutul_Dict	the pocket	Clothing and grooming	хъултух		other
939	Rutul_Dict	Rutul_Dict	the pocket	Clothing and grooming	кисе		turk
940	Rutul_Dict	Rutul_Dict	the colour/color	Sense perception	ранг		turk
941	Rutul_Dict	Rutul_Dict	the colour/color	Sense perception	кIышды		other
942	Rutul_Dict	Rutul_Dict	the gun	Warfare and hunting	туфанг		turk
943	Rutul_Dict	Rutul_Dict	the copper	Basic actions and technology	дзыр		other
944	Rutul_Dict	Rutul_Dict	the letter	Modern world	джар		other
945	Rutul_Dict	Rutul_Dict	the letter	Modern world	кагъат		turk
946	Rutul_Dict	Rutul_Dict	the gold	Basic actions and technology	къизил		turk
947	Rutul_Dict	Rutul_Dict	Friday	Time	улджум		other
948	Rutul_Dict	Rutul_Dict	the ball	Spatial relations	туп		turk
949	Rutul_Dict	Rutul_Dict	the window	The house	гъуIль		other
950	Rutul_Dict	Rutul_Dict	the trousers	Clothing and grooming	баду		other
951	Rutul_Dict	Rutul_Dict	the chain	Basic actions and technology	NA		NA
952	Rutul_Dict	Rutul_Dict	the fork	Food and drink	чангал		turk
953	Rutul_Dict	Rutul_Dict	Wednesday	Time	NA		NA
954	Rutul_Dict	Rutul_Dict	the reindeer/caribou	Animals	марал		turk
955	Rutul_Dict	Rutul_Dict	the time	Time	сагьаIт		turk
956	Rutul_Dict	Rutul_Dict	the time	Time	вахт		turk
957	Rutul_Dict	Rutul_Dict	the time	Time	замана		turk
958	Rutul_Dict	Rutul_Dict	the time	Time	девран		other
959	Rutul_Dict	Rutul_Dict	the time	Time	вяде		turk
960	Rutul_Dict	Rutul_Dict	the money	Possession	танга		other
961	Rutul_Dict	Rutul_Dict	the money	Possession	шийибыр		other
962	Rutul_Dict	Rutul_Dict	Monday	Time	ислеъэн		other
963	Rutul_Dict	Rutul_Dict	the soup	Food and drink	цIыс		other
964	Rutul_Dict	Rutul_Dict	the lead	Basic actions and technology	къургъушин		turk
965	Rutul_Dict	Rutul_Dict	Tuesday	Time	саласа		other
966	Rutul_Dict	Rutul_Dict	the scythe	Agriculture and vegetation	ч1а1на1к1		other
967	Rutul_Dict	Rutul_Dict	the sickle	Modern world	араб		other
968	Rutul_Dict	Rutul_Dict	the spectacles/glasses	Modern world	NA		NA
969	Rutul_Dict	Rutul_Dict	the paint	Basic actions and technology	шир		other
970	Rutul_Dict	Rutul_Dict	the paint	Basic actions and technology	ранг		other
971	Rutul_Dict	Rutul_Dict	the prison	Law	дустах		turk
972	Rutul_Dict	Rutul_Dict	the silver	Basic actions and technology	гымыш		turk
973	Rutul_Dict	Rutul_Dict	the lock	The house	гюлег		other
974	Rutul_Dict	Rutul_Dict	the mortar(2)	The house	киредж		turk
975	Rutul_Dict	Rutul_Dict	the cross	Spatial relations	хач		turk
976	Rutul_Dict	Rutul_Dict	the fist	The body	худ		other
977	Rutul_Dict	Rutul_Dict	the tiger	Spatial relations	пелленг		turk
978	Rutul_Dict	Rutul_Dict	the scabies	The body	къутур		other
979	Rutul_Dict	Rutul_Dict	the joke	Speech and language	зарафат		turk
980	Rutul_Dict	Rutul_Dict	the spade	Agriculture and vegetation	бер		other
981	Rutul_Dict	Rutul_Dict	the spade	Agriculture and vegetation	юхь		other
982	Rutul_Dict	Rutul_Dict	Sunday	Time	вахадныед йыгъ		other
983	Rutul_Dict	Rutul_Dict	Sunday	Time	базарад йыгъ		other
984	Rutul_Dict	Rutul_Dict	the scissors or shears	Basic actions and technology	кьыIчIидбыр		other
985	Rutul_Dict	Rutul_Dict	the blanket	The house	юргъан		turk
986	Rutul_Dict	Rutul_Dict	the blanket	The house	одиял		rus
987	Rutul_Dict	Rutul_Dict	the fermented drink	Food and drink	буза		rus
988	Rutul_Dict	Rutul_Dict	the fermented drink	Food and drink	хаIн		other
989	Rutul_Dict	Rutul_Dict	the key	The house	ачар		turk
990	Rutul_Dict	Rutul_Dict	the goose	Animals	къаз		turk
991	Rutul_Dict	Rutul_Dict	the sea	The physical world	да1рагь		other
992	Rutul_Dict	Rutul_Dict	the garden	Agriculture and vegetation	багъ		turk
993	Rutul_Dict	Rutul_Dict	the duck	Animals	уьрдег		turk
994	Rutul_Dict	Rutul_Dict	the arch	The house	чарх ад		other
995	Rutul_Dict	Rutul_Dict	the wheel	Motion	чарх ад		other
996	Rutul_Dict	Rutul_Dict	the grape	Food and drink	тIымыл		other
997	Rutul_Dict	Rutul_Dict	the grape	Food and drink	изюм		turk
998	Rutul_Dict	Rutul_Dict	the grape	Food and drink	кишмиш		other
999	Rutul_Dict	Rutul_Dict	the hammer	Basic actions and technology	сант		other
1000	Rutul_Dict	Rutul_Dict	the clan	Social and political relations	тум		turk
1001	Rutul_Dict	Rutul_Dict	the clan	Social and political relations	цихил		other
1002	Rutul_Dict	Rutul_Dict	the clan	Social and political relations	тухум		other
1003	Rutul_Dict	Rutul_Dict	the clan	Social and political relations	кьабиле		other
1004	Rutul_Dict	Rutul_Dict	the poison	The body	аугъу		other
1005	Rutul_Dict	Rutul_Dict	the poison	The body	зегьер		turk
1006	Rutul_Dict	Rutul_Dict	the poison	The body	зегьриман		other
1007	Rutul_Dict	Rutul_Dict	the poison	The body	яман		other
1008	Rutul_Dict	Rutul_Dict	the boundary	Social and political relations	саргьаIт		turk
1009	Rutul_Dict	Rutul_Dict	the guard	Warfare and hunting	охрана		rus
1010	Rutul_Dict	Rutul_Dict	the guard	Warfare and hunting	къарывылвалды выъын		turk
1011	Rutul_Dict	Rutul_Dict	the guard	Warfare and hunting	къарывыл		turk
1012	Rutul_Dict	Rutul_Dict	the sledge/sled	Motion	гъаIль		other
1013	Rutul_Dict	Rutul_Dict	the sledge/sled	Motion	гъаIлер		other
1014	Rutul_Dict	Rutul_Dict	the price	Possession	кьимет		turk
1015	Rutul_Dict	Rutul_Dict	the saw	Basic actions and technology	меншер		turk
1016	Rutul_Dict	Rutul_Dict	the medicine	The body	дарман		turk
1017	Rutul_Dict	Rutul_Dict	the potato	Food and drink	къартышк1а		rus
1018	Rutul_Dict	Rutul_Dict	the family	Kinship	хизан		other
1019	Rutul_Dict	Rutul_Dict	the family	Kinship	куьльфет		other
1020	Rutul_Dict	Rutul_Dict	the glue	Basic actions and technology	клей		rus
1021	Rutul_Dict	Rutul_Dict	the glue	Basic actions and technology	шириш		turk
1022	Rutul_Dict	Rutul_Dict	the bridge	Motion	гъа1		other
1023	Rutul_Dict	Rutul_Dict	the friend	Social and political relations	хыди		turk
1024	Rutul_Dict	Rutul_Dict	the friend	Social and political relations	юлдаш		turk
1025	Rutul_Dict	Rutul_Dict	the friend	Social and political relations	дуст къардаш		turk
1026	Rutul_Dict	Rutul_Dict	the nail	Basic actions and technology	мысмар		other
1027	Rutul_Dict	Rutul_Dict	the nail	Basic actions and technology	хъатах		other
1028	Rutul_Dict	Rutul_Dict	the fork(2)/pitchfork	Agriculture and vegetation	хьылан		other
1029	Rutul_Dict	Rutul_Dict	the yoke	Motion	хыIваI		other
1030	Rutul_Dict	Rutul_Dict	the tongs	Food and drink	къецI		other
1031	Rutul_Dict	Rutul_Dict	the tongs	Food and drink	келбатун		turk
1032	Rutul_Dict	Rutul_Dict	the pumpkin or squash	Agriculture and vegetation	къабах		turk
1033	Rutul_Dict	Rutul_Dict	the spoon	Food and drink	дур		other
1034	Rutul_Dict	Rutul_Dict	the soul or spirit	Emotions and values	ругь		turk
1035	Rutul_Dict	Rutul_Dict	the soul or spirit	Emotions and values	джан		turk
1036	Rutul_Dict	Rutul_Dict	the mirror	Clothing and grooming	гюзгю		turk
1037	Rutul_Dict	Rutul_Dict	the drum	Speech and language	накьра		turk
1038	Rutul_Dict	Rutul_Dict	the maize/corn	Agriculture and vegetation	къаргъадалый		turk
1039	Rutul_Dict	Rutul_Dict	the felt	Clothing and grooming	лит		other
1040	Rutul_Dict	Rutul_Dict	the master	Social and political relations	иесси		other
1041	Rutul_Dict	Rutul_Dict	the slave	Social and political relations	къул		turk
1042	Rutul_Dict	Rutul_Dict	the slave	Social and political relations	лыIкI		other
1043	Rutul_Dict	Rutul_Dict	the needle(1)	Clothing and grooming	руб		other
1044	Rutul_Dict	Rutul_Dict	the corpse	The body	майит		other
1045	Rutul_Dict	Rutul_Dict	the work	Basic actions and technology	гвалах		other
1046	Rutul_Dict	Rutul_Dict	the flour	Food and drink	ху1р		other
1047	Rutul_Dict	Rutul_Dict	the axe/ax	Basic actions and technology	балта		turk
1048	Rutul_Dict	Rutul_Dict	the floor	The house	джил		other
1049	Rutul_Dict	Rutul_Dict	the floor	The house	кьул		other
1050	Rutul_Dict	Rutul_Dict	the floor	The house	пол		rus
1051	Rutul_Dict	Rutul_Dict	the cat	Animals	га1т		other
1052	Rutul_Dict	Rutul_Dict	the wall	The house	мас		other
1053	Rutul_Dict	Rutul_Dict	the cattle	Animals	къара мал		other
1054	Rutul_Dict	Rutul_Dict	the cattle	Animals	зебыр		other
1055	Rutul_Dict	Rutul_Dict	the debt	Possession	бырдж		other
1056	Rutul_Dict	Rutul_Dict	the uncle	Kinship	дидды шу		other
1057	Rutul_Dict	Rutul_Dict	the uncle	Kinship	нинды шу		other
1058	Rutul_Dict	Rutul_Dict	the uncle	Kinship	дидды ришид выгIыл		other
1059	Rutul_Dict	Rutul_Dict	the uncle	Kinship	нинды ришид выгIыл		other
1060	Rutul_Dict	Rutul_Dict	the pig	Animals	дунгъуз		turk
1061	Rutul_Dict	Rutul_Dict	the cock/rooster	Animals	дадал		other
1062	Rutul_Dict	Rutul_Dict	the belt	Clothing and grooming	чIил		other
1063	Rutul_Dict	Rutul_Dict	the oak	Animals	маIхв		other
1064	Rutul_Dict	Rutul_Dict	the thread	Clothing and grooming	ухур		other
1065	Rutul_Dict	Rutul_Dict	the iron	Basic actions and technology	йилаг		other
1066	Rutul_Dict	Rutul_Dict	the grandmother	Kinship	кьаIсды нин		other
1067	Rutul_Dict	Rutul_Dict	the grandmother	Kinship	кьухьды нин		other
1068	Rutul_Dict	Rutul_Dict	the grandmother	Kinship	нений		other
1069	Rutul_Dict	Rutul_Dict	the grandmother	Kinship	нинды нин		other
1070	Rutul_Dict	Rutul_Dict	the grandmother	Kinship	дидды нин		other
1071	Rutul_Dict	Rutul_Dict	the wolf	Animals	убул		other
1072	Rutul_Dict	Rutul_Dict	the widow	Kinship	выгIыл йикьид хьыдылды		other
1073	Rutul_Dict	Rutul_Dict	the grandfather	Kinship	кьухьды дид		other
1074	Rutul_Dict	Rutul_Dict	the grandfather	Kinship	баба		turk
1075	Rutul_Dict	Rutul_Dict	the mushroom	Agriculture and vegetation	чеч		other
1076	Rutul_Dict	Rutul_Dict	the voice	Speech and language	сес		turk
1077	Rutul_Dict	Rutul_Dict	the guest	Social and political relations	мийман		other
1078	Rutul_Dict	Rutul_Dict	the beak	The body	к1ухь		other
1079	Rutul_Dict	Rutul_Dict	the wedding	Kinship	дават		other
1080	Rutul_Dict	Rutul_Dict	the wedding	Kinship	туй		turk
1081	Rutul_Dict	Rutul_Dict	the spider	Animals	хашанкIвалый		other
1082	Rutul_Dict	Rutul_Dict	the flower	Agriculture and vegetation	бычI бычIбыр		other
1083	Rutul_Dict	Rutul_Dict	the earthquake	The physical world	NA		NA
1084	Rutul_Dict	Rutul_Dict	the scar	The body	лышан		other
1085	Rutul_Dict	Rutul_Dict	the scar	The body	йыхыIнь		other
1086	Rutul_Dict	Rutul_Dict	the scar	The body	яра		other
1087	Rutul_Dict	Rutul_Dict	the walking stick	Social and political relations	кIар		other
1088	Rutul_Dict	Rutul_Dict	the walking stick	Social and political relations	тIул		other
1089	Rutul_Dict	Rutul_Dict	the aunt	Kinship	NA		NA
1090	Rutul_Dict	Rutul_Dict	the shoulderblade	The body	балганый		other
1091	Rutul_Dict	Rutul_Dict	the dust	The physical world	руг		other
1092	Rutul_Dict	Rutul_Dict	the lizard	Animals	накьыIваIкь		other
1093	Rutul_Dict	Rutul_Dict	the twins	Kinship	кIутхуIймар		other
1094	Rutul_Dict	Rutul_Dict	the old man	Kinship	кьаIсды		other
1095	Rutul_Dict	Rutul_Dict	the old man	Kinship	кьаIсий		other
1096	Rutul_Dict	Rutul_Dict	the old man	Kinship	кьаIсды эдеми		other
1097	Rutul_Dict	Rutul_Dict	the ladder	The house	магъа1д		other
1098	Rutul_Dict	Rutul_Dict	the thing	Possession	кар		other
1099	Rutul_Dict	Rutul_Dict	the boar	Animals	къабан | кабан		rus
1100	Rutul_Dict	Rutul_Dict	the gate	The house	дарваза		turk
1101	Rutul_Dict	Rutul_Dict	the gate	The house	къапа		turk
1102	Rutul_Dict	Rutul_Dict	the door	The house	рак		other
1103	Rutul_Dict	Rutul_Dict	the orphan	Kinship	етим		turk
1104	Rutul_Dict	Rutul_Dict	the orphan	Kinship	есир		other
1105	Rutul_Dict	Rutul_Dict	the steam	The physical world	NA		NA
1106	Rutul_Dict	Rutul_Dict	the waterfall	The physical world	хьед сагъуIд джига		other
1107	Rutul_Dict	Rutul_Dict	the waterfall	The physical world	маIгаIлихьде		other
1108	Rutul_Dict	Rutul_Dict	the frog	Animals	гъы1б		other
1109	Rutul_Dict	Rutul_Dict	the ring	Clothing and grooming	т1ыба1ъа1л		other
1110	Rutul_Dict	Rutul_Dict	the ring	Clothing and grooming	уб		other
1111	Rutul_Dict	Rutul_Dict	the song	Modern world	няни		other
1112	Rutul_Dict	Rutul_Dict	the bat	Animals	хъархъанаг		other
1113	Rutul_Dict	Rutul_Dict	the earring	Clothing and grooming	халхалагбыр		other
1114	Rutul_Dict	Rutul_Dict	the earring	Clothing and grooming	убра аъадбыр		other
1115	Rutul_Dict	Rutul_Dict	the snail	Animals	NA		NA
1116	Rutul_Dict	Rutul_Dict	the widower	Kinship	къари рикьид эдеми		other
1117	Rutul_Dict	Rutul_Dict	the light	The physical world	ёкв		other
1118	Rutul_Dict	Rutul_Dict	the light	The physical world	нур		other
1119	Rutul_Dict	Rutul_Dict	the path	Motion	джыгъыр		turk
1120	Rutul_Dict	Rutul_Dict	the neighbour	Social and political relations	къумши		turk
1121	Rutul_Dict	Rutul_Dict	the bracelet	Clothing and grooming	тIыбыхъ		other
1122	Rutul_Dict	Rutul_Dict	the bracelet	Clothing and grooming	браслет		rus
1123	Rutul_Dict	Rutul_Dict	the clothing or clothes	Clothing and grooming	валыг		other
1124	Rutul_Dict	Rutul_Dict	the clothing or clothes	Clothing and grooming	валыгмар		other
1125	Rutul_Dict	Rutul_Dict	the cave	The physical world	NA		NA
1126	Rutul_Dict	Rutul_Dict	the arrow	Agriculture and vegetation	NA		NA
1127	Rutul_Dict	Rutul_Dict	the body	The body	NA		NA
1128	Rutul_Dict	Rutul_Dict	the year	Time	NA		NA
1129	Rutul_Dict	Rutul_Dict	the sound or noise	Sense perception	сес		turk
1130	Rutul_Dict	Rutul_Dict	the mortar(1)	The house	NA		NA
1131	Rutul_Dict	Rutul_Dict	the temples	Food and drink	кьылтан		other
1132	Rutul_Dict	Rutul_Dict	the skull	The body	келле		turk
1133	Rutul_Dict	Rutul_Dict	the broom	Basic actions and technology	хьырыс		other
1134	Rutul_Dict	Rutul_Dict	the broom	Basic actions and technology	мугул		other
1135	Rutul_Dict	Rutul_Dict	the broom	Basic actions and technology	макьа1кьа1л		other
1136	Rutul_Dict	Rutul_Dict	the thief	Law	дагулчи		turk
1137	Rutul_Dict	Rutul_Dict	the thief	Law	сырыхчи		other
1138	Rutul_Dict	Rutul_Dict	the father-in-law (of a woman)	Kinship	гаг		other
1139	Rutul_Dict	Rutul_Dict	the beard	The body	мичри		other
1140	Rutul_Dict	Rutul_Dict	the comb	Clothing and grooming	раIгъ		other
1141	Rutul_Dict	Rutul_Dict	the nape of the neck	The body	да́хъ		other
1142	Rutul_Dict	Rutul_Dict	the dew	The physical world	NA		NA
1143	Rutul_Dict	Rutul_Dict	the collarbone	The body	гъу1нед гъа1		other
1144	Rutul_Dict	Rutul_Dict	the bark	Agriculture and vegetation	усуд джигал		other
1145	Rutul_Dict	Rutul_Dict	the bark	Agriculture and vegetation	къабых		other
1146	Rutul_Dict	Rutul_Dict	the lightning	The physical world	ц1ай рапын		other
1147	Rutul_Dict	Rutul_Dict	the wasp	Animals	цIаркIымакь		other
1148	Rutul_Dict	Rutul_Dict	the bow	Animals	еюх		other
1149	Rutul_Dict	Rutul_Dict	the pestle	Food and drink	NA		NA
1150	Rutul_Dict	Rutul_Dict	the owl	Animals	тIыб		other
1151	Rutul_Dict	Rutul_Dict	the rope	Basic actions and technology	ухур		other
1152	Rutul_Dict	Rutul_Dict	the rope	Basic actions and technology	кендир		turk
1153	Rutul_Dict	Rutul_Dict	the tick	Animals	бакьакьый		other
1154	Rutul_Dict	Rutul_Dict	the nettle	Agriculture and vegetation	магъвал		other
1155	Rutul_Dict	Rutul_Dict	the foam	The physical world	хурт		other
1156	Rutul_Dict	Rutul_Dict	the fish	Animals	балугъ		turk
1157	Rutul_Dict	Rutul_Dict	the hare	Animals	гъыIр		other
1158	Rutul_Dict	Rutul_Dict	the goitre/goiter	Kinship	NA		NA
1159	Rutul_Dict	Rutul_Dict	the butterfly	Animals	деб-дебил		other
1160	Rutul_Dict	Rutul_Dict	the butterfly	Animals	перване		other
1161	Rutul_Dict	Rutul_Dict	the wood	The physical world	ус		other
1162	Rutul_Dict	Rutul_Dict	the wood	The physical world	усуд кьатI		other
1163	Rutul_Dict	Rutul_Dict	the wood	The physical world	хук		other
1164	Rutul_Dict	Rutul_Dict	the stepmother	Kinship	джурхуд нин		other
1165	Rutul_Dict	Rutul_Dict	the rainbow	The physical world	хаIле ваз		other
1166	Rutul_Dict	Rutul_Dict	the rainbow	The physical world	йивды джура ранг		turk
1167	Rutul_Dict	Rutul_Dict	the spine	The body	гваргбыр		other
1168	Rutul_Dict	Rutul_Dict	the wrist	The body	хылид цIум		other
1169	Rutul_Dict	Rutul_Dict	the wrist	The body	тIыбыхъ		other
1170	Rutul_Dict	Rutul_Dict	the footprint	The body	хьаIль		other
1171	Rutul_Dict	Rutul_Dict	the footprint	The body	лышан		other
1172	Rutul_Dict	Rutul_Dict	the whetstone	Basic actions and technology	гьусура гьаъад духул		other
1173	Rutul_Dict	Rutul_Dict	the father-in-law (of a man)	Kinship	гаг		other
1174	Rutul_Dict	Rutul_Dict	the nest	Animals	NA		NA
1175	Rutul_Dict	Rutul_Dict	the worm	Animals	барцIил		other
1176	Rutul_Dict	Rutul_Dict	the worm	Animals	мулюх		other
1177	Rutul_Dict	Rutul_Dict	the cousin	Kinship	дидды шуд дух		other
1178	Rutul_Dict	Rutul_Dict	the cousin	Kinship	нинды шуд дух		other
1179	Rutul_Dict	Rutul_Dict	the cousin	Kinship	дидды ришид дух		other
1180	Rutul_Dict	Rutul_Dict	the cousin	Kinship	нинды ришид дух		other
1181	Rutul_Dict	Rutul_Dict	the navel	The body	NA		NA
1182	Rutul_Dict	Rutul_Dict	the mother-in-law (of a man)	Kinship	гаIнин		other
1183	Rutul_Dict	Rutul_Dict	the ant	Animals	дзыдза1хъ		other
